transaction_id,customer_id,transaction_date,amount,category,merchant,city,state,is_international,card_type
d8447ad8-6891-46da-9ca9-50195ae8aea5,C1100,13-10-2024,266.06,Healthcare,Kim Inc,Davidtown,ID,Yes,Silver
cebd2f33-ae33-4171-83d8-2689ef9702a7,C1348,09-07-2024,11.19,Healthcare,Taylor-Dominguez,Haroldville,MI,No,Silver
978a02e3-d3fc-474c-a36c-b28ae157760b,C1649,09-01-2025,120.06,Utilities,"Williams, Reynolds and Hunt",Gregoryside,OR,No,Gold
54eb8d19-8d75-48c0-9274-7977f7ed63e1,C1233,12-12-2024,20.98,Entertainment,Clark-Harrison,North Deborah,FL,No,Gold
3cac98a9-e147-41c0-bd14-206e8a2f2483,C1190,02-10-2023,213.4,Healthcare,"Bell, Woodard and Martin",Lammouth,NE,Yes,Platinum
421f28bd-d4c4-4f16-b6a8-686ca3f5767d,C1302,03-07-2023,325.23,Shopping,Jordan Ltd,Lindastad,MS,Yes,Silver
2e04d4b4-57d5-4cd9-91cf-cc485c0e9249,C1274,16-06-2024,62.64,Groceries,Smith-Ward,West Claire,AL,No,Platinum
af56f5ee-c82a-4c97-bfe0-fbcf32e014ff,C1802,28-03-2024,211.26,Groceries,Gonzales-Richardson,Caintown,NE,No,Gold
b6f74f26-f27b-4d33-b2ae-99399f9f7917,C1369,17-09-2024,0.52,Travel,Cole Inc,Turnerborough,WA,Yes,Silver
974518cf-4f5f-47f2-9d48-4435806f00ed,C1965,26-05-2023,171.45,Utilities,Nash-Daniels,East Patricia,MT,No,Gold
f7b3c3ed-38b3-498a-9682-fa64a91481f9,C1779,21-01-2025,25.96,Utilities,Gonzalez Ltd,South Michelleport,SD,Yes,Silver
04e1134a-ce63-452c-9fae-286cc6780e01,C1089,25-02-2024,239.36,Groceries,Mccormick-Rodriguez,New Ericamouth,OK,No,Gold
26b364ba-505b-4b75-8477-d3fcbbb75868,C1570,08-06-2023,0.11,Healthcare,Wilcox Group,Kathleentown,CT,Yes,Silver
93562f20-da74-4f96-94c2-ee3ae8b5a435,C1091,12-04-2025,81.23,Entertainment,Nelson-Santos,Stacytown,HI,Yes,Platinum
5cae0e94-b5ec-4dad-aef3-e9d20d101e44,C1612,18-07-2024,141.32,Entertainment,"King, Alvarez and Davis",South Laura,OH,No,Silver
e58ac569-5235-46b9-80b4-41ff44596742,C1298,06-01-2024,29.93,Healthcare,Jones-Boyd,Port Timchester,OR,No,Silver
c3f61a65-724e-4e63-a54a-95845dfc4ee9,C1742,23-03-2025,21.46,Shopping,"Hunt, Browning and Dennis",Alexanderburgh,ME,Yes,Platinum
71adcedd-3bea-4796-8181-a920e0421455,C1389,03-04-2025,8.78,Groceries,Wilcox-Banks,Johnburgh,AK,Yes,Gold
e8cbce82-b8cc-4bec-93c7-6a0c39e22336,C1308,17-03-2025,39.52,Utilities,Clark-Vazquez,New Christinastad,CO,No,Silver
c517bcbd-5d27-458e-9fa2-c0dd1c4e1376,C1064,24-06-2024,82.06,Groceries,Johnston Ltd,North Joshuaborough,SD,No,Gold
9ac42d80-f572-460b-b8f1-a329f52cec36,C1431,17-02-2025,12.31,Utilities,Hinton-Johnson,Obrienville,CO,No,Silver
d6c7cd84-2dee-40a8-9cf2-a766a488775c,C1369,31-01-2025,47.27,Utilities,"Owens, Francis and Baxter",New Nicholas,VT,Yes,Platinum
d04dde02-5e55-4533-9356-3b16bfdc6e27,C1640,02-01-2024,0.91,Fuel,Rivas-Smith,Julieborough,AK,Yes,Gold
d9a3ae4e-053f-478e-b4b5-392c8944cfac,C1109,31-01-2024,170.75,Groceries,Parsons Inc,Lake Latashaberg,KS,No,Silver
90e35da0-f177-43f7-b738-37f9938a2e3d,C1971,16-12-2024,13.75,Healthcare,Robinson and Sons,Pattersonport,MA,No,Platinum
ca21984f-4324-4d4a-b38f-bb3ec6557d0a,C1389,07-12-2023,33.32,Entertainment,"Smith, Ferrell and Dixon",Port Steveberg,OK,No,Gold
0d85ed46-4553-4508-9b45-6ab02b44e8f5,C1440,11-10-2024,1.86,Groceries,"Brewer, Hooper and Carter",North Kelseybury,WA,No,Gold
736034ec-7128-425a-84f1-e88904cece23,C1617,15-03-2024,56.61,Shopping,"Barnett, Brown and Harvey",Dixonmouth,NJ,No,Gold
01ec9675-8f64-43b7-aac9-b5ce2d953578,C1181,15-02-2024,183.33,Healthcare,Sawyer-Reid,Fritzfurt,WY,No,Gold
b585ab9f-af9b-48e4-84a9-88f18a250570,C1752,05-06-2024,49.78,Fuel,"Rojas, Ramos and Henderson",Murphytown,MS,Yes,Gold
be54884e-3db4-4be7-bd59-47a4593ab678,C1385,06-03-2025,19.78,Utilities,"Shaw, Crawford and Escobar",Port Jessica,UT,No,Gold
11299dc6-7ea2-4eb9-8bae-f0706278b1f2,C1116,12-01-2025,140.12,Shopping,Rose PLC,Meaganport,NY,Yes,Platinum
56373a6e-6530-4279-b10d-9ac1a0e16a77,C1786,27-02-2024,155.5,Dining,Jackson-Wilkerson,Jeremyburgh,CT,No,Platinum
c803b21d-09b3-44ea-af28-5d7167dfd7e6,C1214,17-12-2023,19.09,Fuel,Dodson Group,South Justin,NC,No,Platinum
66adfa20-ce68-4007-b3f0-8b970bb5e873,C1070,26-03-2024,147.34,Healthcare,"Lewis, Rosario and Hernandez",Lake David,MI,No,Silver
91120bb9-7216-46ac-baf9-dad36b4ea131,C1648,12-01-2025,294.31,Utilities,"Lloyd, Guerrero and Holt",Duranmouth,DC,Yes,Gold
a9d9fe58-ae7f-4ee2-9441-d3ede241f60f,C1674,24-05-2024,18.2,Groceries,Lewis and Sons,North Victoriaside,IN,No,Gold
55372f07-37b7-4b00-94e6-b0d9e2fbe970,C1075,03-03-2025,147.4,Fuel,"Simmons, Soto and Golden",Thorntonstad,TX,No,Platinum
48ad32c0-85e0-4ddf-b1ac-b791ba078f9c,C1410,12-06-2024,123.3,Healthcare,Smith Ltd,West Jacqueline,WV,Yes,Gold
c48abaa6-b336-44f8-aab5-5978a0ea275b,C1718,03-10-2024,64.16,Travel,Rich Ltd,Blankenshiptown,HI,Yes,Silver
d0bec058-c573-49b0-9dee-3815690872bc,C1673,31-03-2024,5.97,Entertainment,Roy PLC,Allentown,MD,Yes,Platinum
427c5fbc-444d-41da-a760-b1e965da4d4b,C1627,23-07-2023,7.76,Dining,"Hamilton, Marshall and Buck",South Henry,AL,No,Gold
f57d7725-05fd-497a-bbc7-ca07fae4875c,C1988,08-03-2024,191.33,Healthcare,"Maxwell, Shepherd and Deleon",East Juanmouth,NH,Yes,Silver
cbe23113-3478-4838-8e7e-92cf460bc192,C1100,28-01-2024,462.01,Utilities,"Miller, Perez and Gilmore",North Gregoryborough,DE,Yes,Platinum
bab3f5b1-8343-47c1-80c7-1bef1965221c,C1764,06-10-2024,112.72,Shopping,Garcia-Choi,Nicoleborough,CO,No,Gold
7e94dcf7-6255-4d2a-8383-8360277acea6,C1400,12-05-2023,59.05,Fuel,Gonzales Ltd,Anthonymouth,VA,Yes,Gold
46915723-9f5f-4596-a399-dd45162cafa9,C1025,26-02-2025,104.29,Fuel,James Inc,Paulborough,MD,Yes,Gold
382f9965-34a2-4345-bdfa-5021667f5d26,C1425,01-01-2025,90.24,Travel,Anthony-Travis,East Cynthiaview,NM,Yes,Platinum
c2eb4293-7081-4661-bf94-1955a24df086,C1145,12-11-2024,48.39,Entertainment,"Harper, Howe and Castaneda",Port Joshuafurt,NE,No,Gold
d5c5fda0-1154-4d9f-9a5b-a3a09f7cbb92,C1466,06-05-2023,6.79,Shopping,Adams-Smith,South Martha,AZ,No,Gold
cb1c1dd2-bfe6-474e-aa6f-ec82c016a9ca,C1487,23-03-2024,172.32,Travel,Carlson-Baker,North Rebecca,KS,No,Platinum
5f0cb8d1-85ed-410c-823c-3fb0c68bb82a,C1713,24-01-2025,46.5,Fuel,Turner-Barrett,West Robertville,OR,No,Silver
57ff7cc5-cdde-4a17-92f9-e050bbd758a1,C1307,03-07-2023,170.81,Dining,Ellis Group,East Ashley,ME,Yes,Silver
b0121c2a-9fa5-41f6-8778-567425e65097,C1869,25-04-2023,29.1,Entertainment,Peterson-Howell,South Lisa,OH,Yes,Platinum
d501a470-948f-42fd-b9ed-7c9006cdaf27,C1819,16-05-2024,0.1,Groceries,"Shea, Stafford and Knight",New Hannah,KY,Yes,Platinum
50786640-ae85-46ca-b47f-3dc9e582ba51,C1178,01-10-2024,17.31,Groceries,Gay and Sons,Thomasborough,MO,No,Platinum
9cc73dda-5f15-4f4e-b0c8-6a6928dcec75,C1436,27-09-2023,63.21,Fuel,"Stevens, Bryant and Hendrix",Thomasbury,MO,Yes,Gold
e547cc2c-4d8b-4b47-9c22-f6fed4859b28,C1644,31-07-2024,288.78,Groceries,"Torres, Wolfe and Walker",Longberg,KY,Yes,Platinum
ed5dff1e-b343-4dba-b051-0a5b1df47959,C1673,30-06-2023,10.78,Healthcare,Schwartz-Johnson,Williamsberg,OK,No,Silver
05ecbc7b-73f5-4ce8-b64d-4ea7e03fd051,C1755,20-11-2024,192.56,Shopping,Hayes-Rivas,Port Jacob,SC,No,Platinum
09f189df-5529-4460-a193-f42f90a4e4b6,C1439,07-04-2025,74.87,Healthcare,Small-Johnson,Williamsville,WV,Yes,Platinum
8cbc7a7c-d7ad-4775-af72-06f6c5b617ae,C1219,29-05-2023,174.82,Shopping,Watson Inc,East Crystalbury,AZ,No,Platinum
cc5c5d20-0528-41c9-b178-64d2bb0f83a5,C1828,06-03-2025,35.44,Travel,Young-Fischer,Riosshire,HI,Yes,Platinum
7f5fe082-69de-4a79-8ad6-dbad1b01d2cb,C1191,17-06-2023,183.23,Entertainment,Jones Ltd,West Mariatown,OR,No,Silver
363111fa-7f1e-4ff0-9163-4399670b6672,C1468,28-08-2023,148.2,Travel,"Adams, Greene and Hill",Lake Corey,OH,No,Platinum
00b14388-4d4b-4291-8ea5-dcc5415fcdf2,C1883,27-12-2023,26.14,Fuel,Henderson-Jennings,Copelandport,NH,No,Platinum
aa5b5484-0e29-49ef-8044-c4d3b15b9a62,C1397,06-02-2025,14.08,Healthcare,Cain and Sons,Shawnmouth,MA,Yes,Gold
8ca6bafe-262f-4095-b1db-d69ec4a818f3,C1360,30-10-2024,202.54,Fuel,"Moore, Rodriguez and Lowe",Lake Jasmine,TX,Yes,Platinum
eae569f3-0bd0-4bd7-864b-d99e5809ce89,C1722,22-09-2023,330.33,Utilities,Chaney-Scott,Port Amanda,MD,Yes,Platinum
47274fdd-dd2c-486d-89a3-24bd37d2df6a,C1137,28-06-2024,3.18,Entertainment,Lewis Ltd,South Johnstad,AL,Yes,Silver
c13ca35a-90f9-47a7-9cb4-0881451d6932,C1312,08-01-2025,131.4,Travel,"Jimenez, Ponce and Frank",South Jeffrey,MI,Yes,Gold
c5784e4d-7035-48c6-b24f-0cd064896a27,C1710,13-03-2025,240.27,Groceries,"Huerta, Holmes and Martin",North Stephen,OK,No,Gold
1902a016-7255-48d8-8b9b-5fb2bf979d6a,C1610,30-09-2024,194.74,Groceries,Bennett and Sons,Garciaville,MT,No,Gold
bd41bc66-348e-40bb-8874-c129276a0a5b,C1190,27-03-2025,333.88,Fuel,Holt-Tran,Stephanieton,IL,Yes,Platinum
bd9b98a8-6453-43b2-8893-ae6f1330c24a,C1170,27-11-2024,142.75,Fuel,Michael-Farrell,Whitakermouth,CO,No,Silver
471714c7-961e-4d68-9387-869c85af32b9,C1191,30-08-2024,58.39,Entertainment,Medina-Huang,Margaretland,UT,No,Platinum
b0e31c58-7bf0-4ded-be6c-61bfd2596256,C1054,29-01-2025,37.39,Entertainment,Cummings-Bailey,Lake Dylantown,OH,Yes,Gold
eb2b363f-af32-49fa-9449-c1ebd43bbe58,C1139,22-08-2023,38.68,Shopping,Reynolds PLC,South James,WY,No,Platinum
f5eb6091-f9b9-4879-b793-6b1c91cb762e,C1517,07-01-2025,128.89,Fuel,Singh-Scott,Thomasberg,OH,No,Platinum
bf6fdf1d-e7c1-4541-a54a-fe2a7409dbb5,C1503,28-02-2025,136.98,Healthcare,Contreras PLC,Kristenfort,NH,No,Gold
0fd468eb-df21-432c-abae-f170699e3cdb,C1171,28-02-2025,22.36,Travel,Hodge Group,New Stevenstad,UT,Yes,Silver
9a45f60f-93b6-43ad-8ed3-2886535aad9a,C1299,01-01-2024,202.59,Dining,Rodriguez Inc,South Deborah,VT,No,Silver
2e66e548-f839-44ac-a2b9-64445589b60f,C1550,25-03-2024,125.5,Utilities,Lee Group,Claudiaside,IA,Yes,Gold
7e24f7c3-a876-41ed-9c22-fcfa1ab92e37,C1579,06-02-2025,82.73,Fuel,Cooper Group,South Elaine,RI,Yes,Platinum
3e3983c9-a5f9-413e-a967-51c25433a87c,C1116,12-01-2024,63.78,Utilities,"Mcintyre, Alvarado and Lewis",Ericville,AZ,No,Platinum
e22ca44c-b99d-4710-b845-f93680b60bd6,C1842,25-06-2024,78.36,Dining,"Prince, Hamilton and Hughes",Contrerasfort,WA,No,Platinum
efabad9d-da60-4330-8d54-926ea4f983ea,C1223,16-09-2024,17.35,Healthcare,"Thomas, Lynch and Vargas",Mataborough,TN,Yes,Platinum
44740258-18b9-430b-b2cb-5d20a326ecf5,C1849,11-11-2023,22.78,Shopping,Wright-Powell,West Gregory,CO,No,Silver
9dc787a9-03fa-4415-8ae0-45aa67f0cbd2,C1460,16-04-2025,9.56,Utilities,"Robertson, Patton and Alexander",Wagnerside,NC,No,Silver
ca45157f-af75-4f41-92a8-5093b3c185d7,C1449,25-07-2023,16.68,Travel,Taylor-Frazier,Sandrafort,UT,Yes,Silver
9c5ab086-b95f-4743-ab76-86d8221a3658,C1830,29-12-2024,60.46,Entertainment,"Salinas, Sampson and Henderson",Lake Michaelburgh,NM,No,Silver
06d9cca3-bf47-4e52-bf54-4289b596997e,C1630,21-02-2025,75.58,Groceries,"Rhodes, Durham and Hawkins",West Rhonda,WY,Yes,Silver
5172d147-0779-4228-bfec-53b86680b4a7,C1824,27-03-2024,1.8,Dining,Holmes and Sons,South Daniel,IL,No,Platinum
b5cdee46-ec9d-4406-b03e-181d110e7630,C1287,21-10-2024,159.36,Groceries,"Jones, Schneider and Davis",North Samuel,HI,No,Platinum
4cae3bda-d1aa-44e6-b5b9-bbea4306f4ad,C1299,09-07-2024,34.84,Utilities,Jefferson-Pierce,Sandersland,TN,No,Platinum
a91ced23-5b28-4940-90dd-57e7f28f215e,C1921,18-09-2023,242.86,Travel,Hanson-Gaines,Martinview,OR,Yes,Gold
0096a1cc-4167-4210-aa4c-bd3bb638bb43,C1940,09-12-2023,342.69,Dining,Roberts Inc,West Stacyton,AK,No,Platinum
a6fa3f7d-e1b6-4c6d-b631-6644be0a10f2,C1129,17-05-2023,20.51,Groceries,Kennedy-Henderson,South Kimberlyfurt,OR,Yes,Silver
a5c7a093-784a-43ea-82b1-ab2c20e35c40,C1728,01-01-2025,62.01,Entertainment,"Monroe, Baird and Dixon",North Matthewmouth,ND,Yes,Platinum
910d68a8-052f-42bf-bd8d-92b79ceebc27,C1402,05-03-2025,0.12,Fuel,Stark Inc,West Gregorychester,ND,Yes,Platinum
02ef43c0-26a2-463f-bf42-80b72081f8f3,C1647,10-09-2023,91.21,Utilities,Cervantes and Sons,Lambside,MA,No,Gold
7992c784-d6c3-4123-9a64-db798a35621c,C1462,02-03-2024,93.47,Travel,"Hawkins, Shepherd and Avila",West Frank,PA,Yes,Gold
42975114-4629-41b2-8e22-99536507266d,C1527,24-02-2024,28.44,Utilities,Mooney-Larson,Lake Courtney,WV,No,Gold
31c6d18c-ffb2-401e-8b29-9d469a5c6fbd,C1973,16-09-2023,81.74,Fuel,Johnson-Kim,East Eric,WA,No,Platinum
fc99204f-23b3-4b4b-8725-40f88bee05d6,C1002,07-09-2024,25.56,Travel,Lowe-Williams,West Brianton,MA,No,Platinum
e8eb36e1-5893-42d6-8c84-435c376c4acd,C1680,24-05-2023,17.53,Entertainment,Watson-Jones,Garrettbury,WA,Yes,Platinum
f127999c-bda8-4f88-8c63-fe20309e4dde,C1407,29-02-2024,105.42,Shopping,Davis-Richardson,Anthonyshire,OK,No,Silver
d78dbd90-66df-4248-9748-678cbdbe3dcf,C1506,18-01-2025,39.44,Utilities,Strong-Allen,South Matthew,KS,No,Gold
d4f15722-45b6-4f0e-a04a-32758fa46fea,C1345,16-12-2024,89.22,Groceries,"Rodriguez, Miller and Robertson",North Wanda,UT,No,Gold
9765ac6b-9855-499f-a29a-fab97156d719,C1915,31-12-2024,56.78,Dining,Carter-Cameron,Donnafurt,NJ,Yes,Silver
7be75bed-27f3-47ec-ad00-5069be73527a,C1641,05-03-2025,415.74,Fuel,Brown and Sons,Garciabury,MO,Yes,Silver
b2d5e9a5-23ea-4866-b093-f8eacca225b1,C1951,01-09-2024,16.2,Groceries,"Jimenez, Alvarado and Hahn",East Eric,ME,No,Gold
b5ae2db2-0d02-428e-a04f-425024ef37bb,C1000,08-12-2023,62.47,Healthcare,Jordan-Silva,Lake Kristy,MS,Yes,Platinum
db618c23-bc83-4ce0-8502-8ebc42dd8a69,C1931,01-08-2024,114.09,Groceries,Cannon-Hunter,Lake Christinemouth,NJ,No,Silver
dff1ceb8-f812-4c53-89f9-a75cd7ed6ad9,C1895,22-12-2024,50.34,Utilities,Wallace Inc,South Tanyastad,TN,Yes,Platinum
b23e678c-ead9-4f5d-842a-a67e06208b86,C1369,01-11-2024,367.69,Utilities,Bowman PLC,Norrisland,SD,Yes,Gold
bb0808e0-6eef-47b3-9520-1ac8c1ffe72e,C1680,30-05-2023,127.97,Groceries,Andrews-Garza,Lauraland,FL,Yes,Gold
48b3a305-ac4f-4d57-bcd7-d07fd4cbebcb,C1640,22-11-2024,107,Utilities,Garrett and Sons,Timothyside,CO,Yes,Gold
88ea9d22-1ddb-4fda-ba9d-f433cf7f7051,C1671,22-12-2023,141.49,Travel,Erickson Group,East Sheilafort,PA,Yes,Silver
5eaa7857-c4f7-4e2b-8fd6-4daf48a2c9cb,C1218,25-07-2023,305.02,Fuel,Thompson-Quinn,Toddchester,HI,Yes,Silver
acaa1e4f-08e8-42e1-b562-596e2e73a2e5,C1607,30-12-2024,238.4,Shopping,Lewis LLC,New Anthonytown,TN,No,Silver
ac51cf97-5f1d-41ae-ab5f-01b2ab5c092c,C1008,06-05-2023,128.84,Entertainment,"Johns, Cole and Rodgers",New Samantha,IL,Yes,Gold
c0026764-f6ac-4082-a8b2-b2507166d00d,C1710,09-11-2024,138.29,Groceries,Allen Group,Edwardton,NH,No,Silver
73cec339-eb7b-49f2-9868-cd8c594e1891,C1234,30-08-2024,15.77,Healthcare,"Landry, Martinez and Mcmahon",Kemptown,FL,Yes,Platinum
bf7999b7-09be-4c42-8c54-9dace6a7319d,C1825,22-09-2023,10.85,Travel,Romero-Scott,Jimenezton,ID,Yes,Gold
ce91ac60-07a9-4e12-acac-40a0061304fd,C1376,13-02-2025,84.61,Utilities,"Morales, Sheppard and Brown",Rebeccashire,MN,Yes,Gold
ffc83ffc-0d26-4470-93ef-ed4a639f105c,C1792,20-05-2023,1.85,Groceries,Hoffman-Parker,North Tammyview,VT,Yes,Silver
7eeddeb2-ac10-4e59-b769-335eaad74d93,C1543,16-06-2024,65.85,Dining,Booker Inc,Jeffreyfurt,UT,Yes,Gold
cbcbb092-a7b3-4a35-94ac-ae009ac62aeb,C1359,12-08-2023,23.62,Shopping,"Ray, Sharp and Perry",Mendozatown,VA,Yes,Gold
725b0364-9d34-42dc-81d5-660a4c19fe8c,C1630,20-04-2024,42.47,Fuel,Trevino Inc,Tonyaland,NM,Yes,Silver
96d1e23b-392b-44ce-84e8-ec401c474d04,C1918,02-06-2024,149.52,Travel,Shaw-Powell,Heatherburgh,ID,Yes,Silver
1736e454-2564-45c1-a4e8-f973d16e20ae,C1603,03-06-2024,283.43,Healthcare,Brown-Robles,Scottbury,TX,No,Gold
3358a966-451c-47bf-ae36-baae3f6d2b0a,C1322,05-12-2024,7.52,Groceries,Harrell and Sons,Markbury,GA,Yes,Gold
1956ceec-213a-403f-a1b8-e7cdaaa97b69,C1660,27-06-2024,76.41,Travel,Graham and Sons,Ryanmouth,WA,Yes,Platinum
ae206f05-f081-40d1-9d77-c3b54c3c7cc5,C1615,01-07-2024,214.16,Utilities,"Garza, Davis and Davis",Hillhaven,GA,Yes,Platinum
12a25852-0b77-4dd7-92ca-a96ab3e206f1,C1896,05-07-2023,8.61,Utilities,Fritz-Phillips,Figueroafort,SC,Yes,Platinum
e590836e-e2a8-4436-a8ad-3732b5c056a3,C1621,07-05-2024,174.02,Shopping,Massey PLC,Castillostad,IA,No,Gold
db641bc7-7748-42ce-9cef-c6073478baef,C1661,25-03-2025,44.29,Dining,Jordan-Martin,Rickyview,MA,Yes,Gold
d3934e17-94ff-4d47-bbee-4eab27e4a9de,C1395,25-08-2023,38.87,Travel,Ramos LLC,Robertshire,OH,Yes,Gold
3042ece0-ac4e-43ba-8edc-3775b75a922c,C1653,22-09-2023,379.27,Travel,"Harper, Lee and Thornton",Noahhaven,NY,Yes,Gold
2524a54a-2f06-457b-9707-780f2b5586b5,C1956,08-01-2025,22.42,Entertainment,Hawkins-Brown,Port Brandi,CO,Yes,Gold
8c9cc591-2121-493d-9b03-fe48e81e9d38,C1881,12-06-2024,118.15,Healthcare,Santiago PLC,West Amy,MO,No,Platinum
bd6ffaa7-7d0a-46aa-9e14-f6e56d5b96e4,C1699,08-09-2024,172.28,Groceries,Briggs-Green,Port Aaronville,DC,No,Silver
e513eb5f-9b29-4c29-b4b8-9e575801e8ea,C1017,11-05-2023,4.21,Travel,Simmons-Maxwell,Port Saraburgh,OH,Yes,Gold
3e16e575-d414-4852-9efa-0ab54d3d2e70,C1220,08-02-2025,110.98,Dining,Lozano PLC,Lake Thomas,MO,Yes,Gold
1200da67-5e83-4087-90b2-c2f67ca78e7e,C1518,02-12-2024,302.72,Utilities,Smith Group,Williamshaven,NE,No,Gold
f8696a2d-c95b-4dbe-8901-a7204a8be2c7,C1718,29-06-2024,13.26,Healthcare,Kline Ltd,Lewisside,MN,Yes,Platinum
6e663dc1-6adb-4cdc-9f2c-fa11aae01d1d,C1549,05-11-2024,226.55,Groceries,"Wood, Lamb and Brown",New Zacharybury,NC,No,Silver
15499985-b992-42bd-a50a-1a8cedf1a63e,C1317,06-11-2023,90.33,Travel,Stewart Inc,New Thomasview,VT,Yes,Silver
eef2854d-3cde-4ca0-b5b5-95adc6a710c1,C1549,26-05-2024,95.87,Entertainment,Smith and Sons,Lake Justin,OR,No,Platinum
aa10a61f-4d8c-402a-b171-0bd2605b82c5,C1649,04-08-2024,94.92,Travel,Vazquez and Sons,Harrisfurt,GA,No,Platinum
e65f75fc-418e-42e0-9946-bf4aee685a2d,C1447,23-05-2024,35.5,Shopping,Harris-Stevens,Sotomouth,MS,Yes,Silver
6110a0bf-a38c-4af7-900e-cafb7db533f2,C1088,19-02-2025,273.65,Healthcare,Obrien Group,Lake Jennifer,MI,Yes,Gold
48221ab5-2f06-477a-9294-0424afd9e43f,C1626,06-12-2023,294.41,Dining,Thompson PLC,New Erin,KY,No,Platinum
02bb2757-4c70-42a2-a947-135bdc96cb2a,C1759,05-06-2024,98.16,Groceries,Martinez-White,Port Teresaville,MD,Yes,Silver
1ad78d91-0e06-4f05-b06c-c7433a8a5b98,C1724,14-02-2025,152.98,Groceries,Beck and Sons,East Hollyside,CO,Yes,Silver
331d8194-2538-447f-a75d-32fd3980fd69,C1508,26-09-2023,94.74,Entertainment,Brown Ltd,Port Andrea,ME,No,Silver
11bfc3d3-b38f-452f-a5b2-f4d96d3ec769,C1380,04-04-2025,66.24,Groceries,Gonzalez-Bruce,Crossbury,TX,No,Platinum
a8d2bf35-5061-40f5-8394-d7be9d604c0c,C1907,12-12-2023,108.12,Travel,Duarte-Clark,North Tonyborough,ND,Yes,Gold
379ec3d8-ffaa-414a-a4a4-e7957e77bd7f,C1826,18-11-2024,80.52,Healthcare,Harris Ltd,Andersontown,DC,No,Platinum
51bd4832-2003-499e-86d9-2a7bbc7db92f,C1065,04-05-2024,91,Utilities,"Henson, Brandt and Ashley",Burnsville,CO,Yes,Gold
a07d320c-3b7c-41df-928c-b3f806d2b9fe,C1466,14-12-2023,153.17,Entertainment,Peterson Ltd,Port Jose,PA,Yes,Gold
8e9535c1-52c8-4fb9-a7ff-1b47fdbb59bd,C1879,13-11-2024,65.57,Groceries,"Calhoun, Gomez and Mcintosh",Joelville,PA,No,Silver
9b80caa8-1f8b-4026-9090-926b012c84a8,C1261,10-07-2023,4.16,Travel,"Clark, Choi and Johnson",Port Williamton,NE,Yes,Silver
856d7bba-2f49-4868-9d82-1fb4535b1ca4,C1758,29-12-2024,17.91,Dining,Burton-Mullins,West James,MO,Yes,Silver
6a6cf752-54ea-447b-8cb5-9d702712b76f,C1250,01-07-2024,57.73,Dining,James Group,Thomasport,IL,No,Gold
6e85074f-9f1b-4897-9cea-8b894a401ee5,C1392,19-04-2024,129.04,Groceries,"Shepherd, Brown and Garcia",South Kyle,HI,Yes,Silver
a8bcc383-b154-47ad-a96c-b2346b235587,C1566,04-03-2024,89.96,Healthcare,Diaz Group,Port Kellyview,KY,Yes,Gold
65241dfa-3831-4edf-9c36-86caecc3025b,C1254,08-12-2024,105.07,Healthcare,Watkins-Singh,Spenceshire,IL,No,Gold
